,date,open,high,low,price,volume
30,2019-02-14,1305.0,1311.800048828125,1301.5999755859375,1309.800048828125,858
31,2019-02-15,1313.5999755859375,1318.800048828125,1313.5999755859375,1318.0999755859375,190
32,2019-02-19,1320.9000244140625,1340.0999755859375,1320.5,1340.0999755859375,390
33,2019-02-20,1342.199951171875,1344.0,1338.0,1343.300048828125,581
34,2019-02-21,1331.300048828125,1334.9000244140625,1320.9000244140625,1323.5,414
35,2019-02-22,1324.199951171875,1331.300048828125,1321.0,1329.199951171875,718
36,2019-02-25,1329.199951171875,1331.5999755859375,1325.5999755859375,1325.9000244140625,185
37,2019-02-26,1323.300048828125,1325.5,1323.300048828125,1325.0999755859375,939
38,2019-02-27,1327.699951171875,1327.9000244140625,1316.5,1317.699951171875,604
39,2019-02-28,1321.0999755859375,1323.699951171875,1311.5,1312.800048828125,141
40,2019-03-01,1312.199951171875,1312.199951171875,1288.9000244140625,1296.4000244140625,110
41,2019-03-04,1285.5,1287.0,1281.9000244140625,1284.800048828125,28
42,2019-03-05,1287.0,1287.0,1282.0,1282.0,114
43,2019-03-06,1287.0999755859375,1287.0999755859375,1282.5999755859375,1284.9000244140625,14
44,2019-03-07,1281.0,1284.5999755859375,1281.0,1283.800048828125,11
45,2019-03-08,1292.0999755859375,1297.4000244140625,1291.5999755859375,1297.0,10
46,2019-03-11,1291.0,1291.0,1288.800048828125,1288.800048828125,9
47,2019-03-12,1294.699951171875,1296.300048828125,1294.699951171875,1296.300048828125,1
48,2019-03-13,1307.5,1307.5,1307.5,1307.5,0
49,2019-03-14,1293.4000244140625,1293.4000244140625,1293.4000244140625,1293.4000244140625,1
50,2019-03-15,1300.9000244140625,1304.699951171875,1300.5,1301.800048828125,26
51,2019-03-18,1297.300048828125,1302.199951171875,1297.300048828125,1300.300048828125,8
52,2019-03-19,1306.9000244140625,1306.9000244140625,1304.800048828125,1305.0,20
53,2019-03-20,1300.699951171875,1300.699951171875,1300.5,1300.5,2
54,2019-03-21,1306.0999755859375,1306.0999755859375,1306.0999755859375,1306.0999755859375,0
55,2019-03-22,1311.5999755859375,1311.5999755859375,1311.5999755859375,1311.5999755859375,0
56,2019-03-25,1320.699951171875,1322.9000244140625,1320.699951171875,1321.9000244140625,19
57,2019-03-26,1315.5999755859375,1315.5999755859375,1314.300048828125,1314.300048828125,1
58,2019-03-27,1309.9000244140625,1309.9000244140625,1309.9000244140625,1309.9000244140625,206263
59,2019-03-28,1308.4000244140625,1311.0999755859375,1287.699951171875,1289.800048828125,87798
60,2019-03-29,1289.5999755859375,1298.5,1286.0999755859375,1293.0,1265
61,2019-04-01,1291.800048828125,1295.9000244140625,1285.699951171875,1288.4000244140625,675
62,2019-04-02,1286.300048828125,1290.9000244140625,1284.5,1290.0,525
63,2019-04-03,1291.4000244140625,1293.0999755859375,1287.5,1289.9000244140625,172
64,2019-04-04,1290.5999755859375,1292.5999755859375,1279.5,1289.0,269
65,2019-04-05,1292.0,1292.0,1283.5999755859375,1290.4000244140625,181
66,2019-04-08,1292.199951171875,1302.0999755859375,1291.800048828125,1297.0999755859375,63
67,2019-04-09,1298.5,1304.9000244140625,1298.5,1303.5,30
68,2019-04-10,1304.0,1309.0999755859375,1301.5,1309.0999755859375,66
69,2019-04-11,1307.0,1307.0999755859375,1288.5999755859375,1288.5999755859375,420
70,2019-04-12,1293.4000244140625,1293.4000244140625,1289.199951171875,1290.5999755859375,607
71,2019-04-15,1284.800048828125,1287.300048828125,1282.300048828125,1286.800048828125,523
72,2019-04-16,1285.199951171875,1285.199951171875,1272.199951171875,1272.5999755859375,643
73,2019-04-17,1273.5,1273.5,1271.5999755859375,1272.199951171875,308
74,2019-04-18,1270.800048828125,1273.5999755859375,1270.0999755859375,1271.9000244140625,27
75,2019-04-22,1273.5,1273.5,1273.5,1273.5,147
76,2019-04-23,1266.4000244140625,1269.800048828125,1266.0,1269.300048828125,206
77,2019-04-24,1268.4000244140625,1275.5,1267.800048828125,1275.5,518
78,2019-04-25,1280.5999755859375,1280.800048828125,1275.800048828125,1275.800048828125,95
79,2019-04-26,1284.9000244140625,1284.9000244140625,1284.9000244140625,1284.9000244140625,804
80,2019-04-29,1284.800048828125,1284.9000244140625,1277.0999755859375,1278.5999755859375,568
81,2019-04-30,1281.699951171875,1283.300048828125,1280.800048828125,1282.800048828125,114
82,2019-05-01,1278.699951171875,1283.300048828125,1278.699951171875,1281.4000244140625,70
83,2019-05-02,1269.199951171875,1270.800048828125,1266.5999755859375,1269.699951171875,63
84,2019-05-03,1270.0999755859375,1279.199951171875,1270.0999755859375,1279.199951171875,15
85,2019-05-06,1282.199951171875,1282.199951171875,1280.300048828125,1281.699951171875,12
86,2019-05-07,1280.5,1283.5,1280.5,1283.5,8
87,2019-05-08,1279.4000244140625,1279.4000244140625,1279.4000244140625,1279.4000244140625,5
88,2019-05-09,1278.9000244140625,1285.0,1278.800048828125,1283.5,38
89,2019-05-10,1285.4000244140625,1286.5,1283.300048828125,1285.699951171875,6
90,2019-05-13,1286.699951171875,1300.0999755859375,1281.800048828125,1300.0999755859375,56
91,2019-05-14,1297.800048828125,1297.800048828125,1294.699951171875,1294.699951171875,6
92,2019-05-15,1296.9000244140625,1296.9000244140625,1296.0,1296.300048828125,55
93,2019-05-16,1285.199951171875,1285.4000244140625,1285.0,1285.0,3
94,2019-05-17,1280.0,1280.0,1274.5,1274.5,1
95,2019-05-20,1276.0999755859375,1276.0999755859375,1276.0999755859375,1276.0999755859375,20
96,2019-05-21,1272.0,1272.0,1272.0,1272.0,0
97,2019-05-22,1273.5999755859375,1273.5999755859375,1273.5999755859375,1273.5999755859375,0
98,2019-05-23,1284.800048828125,1284.800048828125,1284.800048828125,1284.800048828125,0
99,2019-05-24,1283.0,1283.0,1283.0,1283.0,9
100,2019-05-28,1276.5,1276.5,1276.5,1276.5,0
101,2019-05-29,1280.5999755859375,1280.5999755859375,1280.5999755859375,1280.5999755859375,189694
102,2019-05-30,1279.4000244140625,1288.300048828125,1273.9000244140625,1287.0999755859375,55573
103,2019-05-31,1287.699951171875,1306.4000244140625,1287.5,1305.800048828125,2814
104,2019-06-03,1307.0,1327.800048828125,1307.0,1322.699951171875,812
105,2019-06-04,1324.300048828125,1328.5999755859375,1320.800048828125,1323.4000244140625,302
106,2019-06-05,1328.9000244140625,1343.300048828125,1326.300048828125,1328.300048828125,622
107,2019-06-06,1330.800048828125,1338.699951171875,1326.199951171875,1337.5999755859375,161
108,2019-06-07,1333.0999755859375,1347.699951171875,1329.800048828125,1341.199951171875,240
109,2019-06-10,1335.800048828125,1336.5,1324.0999755859375,1324.699951171875,268
110,2019-06-11,1328.4000244140625,1328.4000244140625,1319.0999755859375,1326.4000244140625,201
111,2019-06-12,1326.9000244140625,1334.5,1326.9000244140625,1331.9000244140625,139
112,2019-06-13,1331.5999755859375,1341.0999755859375,1331.5999755859375,1339.199951171875,157
113,2019-06-14,1345.4000244140625,1355.4000244140625,1339.300048828125,1340.0999755859375,914
114,2019-06-17,1339.0,1340.300048828125,1335.0,1338.699951171875,76
115,2019-06-18,1349.300048828125,1349.300048828125,1341.5999755859375,1346.5999755859375,29
116,2019-06-19,1344.0,1344.5999755859375,1344.0,1344.5999755859375,129
117,2019-06-20,1381.5,1392.9000244140625,1379.5,1392.9000244140625,76
118,2019-06-21,1406.0,1406.0,1390.300048828125,1396.199951171875,35
119,2019-06-24,1406.0,1420.5999755859375,1402.0999755859375,1414.300048828125,125
120,2019-06-25,1418.0999755859375,1433.300048828125,1414.9000244140625,1414.9000244140625,105
121,2019-06-26,1407.199951171875,1413.300048828125,1405.800048828125,1411.5999755859375,1333
122,2019-06-27,1407.0,1410.800048828125,1399.800048828125,1408.4000244140625,437
123,2019-06-28,1408.300048828125,1422.0,1408.300048828125,1409.699951171875,356
124,2019-07-01,1386.5999755859375,1395.800048828125,1382.800048828125,1385.5999755859375,214
125,2019-07-02,1391.0999755859375,1418.4000244140625,1390.800048828125,1404.5999755859375,38
126,2019-07-03,1431.0,1434.0,1413.0999755859375,1417.699951171875,46
127,2019-07-05,1418.300048828125,1418.300048828125,1390.199951171875,1396.699951171875,20
128,2019-07-08,1395.9000244140625,1397.0,1393.5999755859375,1397.0,14
129,2019-07-09,1394.5,1397.5,1386.199951171875,1397.5,53
130,2019-07-10,1409.9000244140625,1410.0999755859375,1409.9000244140625,1410.0999755859375,50
131,2019-07-11,1424.0,1424.0,1404.300048828125,1404.300048828125,6
132,2019-07-12,1405.5999755859375,1410.0999755859375,1405.5999755859375,1409.9000244140625,8
133,2019-07-15,1414.4000244140625,1415.0,1411.4000244140625,1411.4000244140625,25
134,2019-07-16,1413.5999755859375,1413.699951171875,1405.0,1409.199951171875,13
135,2019-07-17,1404.5999755859375,1421.300048828125,1404.5999755859375,1421.300048828125,6
136,2019-07-18,1422.300048828125,1444.199951171875,1419.5,1426.0999755859375,66
137,2019-07-19,1440.5,1442.0,1425.0999755859375,1425.0999755859375,22
138,2019-07-22,1425.300048828125,1425.300048828125,1424.0,1425.300048828125,1
139,2019-07-23,1418.5999755859375,1421.300048828125,1416.300048828125,1420.0999755859375,5
140,2019-07-24,1422.800048828125,1422.800048828125,1422.800048828125,1422.800048828125,20
141,2019-07-25,1413.9000244140625,1413.9000244140625,1413.9000244140625,1413.9000244140625,4
142,2019-07-26,1422.800048828125,1423.0,1418.5,1418.5,5
143,2019-07-29,1419.5999755859375,1419.5999755859375,1419.5999755859375,1419.5999755859375,224267
144,2019-07-30,1426.300048828125,1433.9000244140625,1422.0999755859375,1429.699951171875,73874
145,2019-07-31,1431.300048828125,1435.800048828125,1411.199951171875,1426.0999755859375,3294
146,2019-08-01,1411.300048828125,1445.199951171875,1400.9000244140625,1420.9000244140625,2431
147,2019-08-02,1448.0,1448.0,1432.300048828125,1445.5999755859375,1873
148,2019-08-05,1440.4000244140625,1469.699951171875,1440.4000244140625,1464.5999755859375,1008
149,2019-08-06,1469.699951171875,1475.0,1457.699951171875,1472.4000244140625,460
150,2019-08-07,1473.5,1509.9000244140625,1473.199951171875,1507.300048828125,824
151,2019-08-08,1498.4000244140625,1508.5,1492.0,1497.699951171875,367
152,2019-08-09,1506.199951171875,1507.5,1495.5999755859375,1496.5999755859375,74
153,2019-08-12,1496.0,1514.9000244140625,1488.0999755859375,1505.300048828125,257
154,2019-08-13,1510.4000244140625,1531.4000244140625,1483.699951171875,1502.199951171875,672
155,2019-08-14,1500.0,1520.5,1497.0,1515.9000244140625,328
156,2019-08-15,1519.800048828125,1522.699951171875,1510.5999755859375,1519.5999755859375,87
157,2019-08-16,1524.5999755859375,1524.5999755859375,1504.699951171875,1512.5,1815
158,2019-08-19,1507.199951171875,1507.5999755859375,1492.9000244140625,1500.4000244140625,205
159,2019-08-20,1497.5,1506.0999755859375,1497.5,1504.5999755859375,486
160,2019-08-21,1504.9000244140625,1505.0,1498.800048828125,1504.5999755859375,350
161,2019-08-22,1495.0999755859375,1497.300048828125,1493.800048828125,1497.300048828125,686
162,2019-08-23,1493.5,1527.5999755859375,1493.5,1526.5999755859375,983
163,2019-08-26,1543.199951171875,1543.300048828125,1524.300048828125,1526.300048828125,334
164,2019-08-27,1530.5,1542.0999755859375,1528.5,1541.0,166
165,2019-08-28,1538.0999755859375,1538.0999755859375,1537.800048828125,1537.800048828125,2756
166,2019-08-29,1537.5,1549.300048828125,1519.5999755859375,1526.5,704
167,2019-08-30,1524.5999755859375,1530.4000244140625,1516.699951171875,1519.0999755859375,276
168,2019-09-03,1522.9000244140625,1547.300048828125,1521.0,1545.9000244140625,139
169,2019-09-04,1549.0,1553.199951171875,1534.800048828125,1550.300048828125,46
170,2019-09-05,1551.0,1551.0999755859375,1511.0999755859375,1515.4000244140625,125
171,2019-09-06,1517.300048828125,1526.0,1504.5,1506.199951171875,54
172,2019-09-09,1509.0,1513.0,1498.0,1502.199951171875,69
173,2019-09-10,1498.5,1498.5,1486.9000244140625,1490.300048828125,23
174,2019-09-11,1491.699951171875,1496.5999755859375,1490.199951171875,1494.4000244140625,8
175,2019-09-12,1499.5,1515.4000244140625,1498.699951171875,1498.699951171875,27
176,2019-09-13,1490.9000244140625,1490.9000244140625,1486.9000244140625,1490.9000244140625,1
177,2019-09-16,1506.5999755859375,1506.800048828125,1496.9000244140625,1503.0999755859375,21
178,2019-09-17,1497.9000244140625,1505.0999755859375,1497.9000244140625,1505.0999755859375,3
179,2019-09-18,1508.9000244140625,1509.4000244140625,1489.300048828125,1507.5,8
180,2019-09-19,1496.0999755859375,1502.4000244140625,1496.0999755859375,1498.4000244140625,10
181,2019-09-20,1503.0,1507.300048828125,1503.0,1507.300048828125,2
182,2019-09-23,1515.5,1523.699951171875,1515.5,1523.699951171875,5
183,2019-09-24,1515.0999755859375,1533.0,1515.0999755859375,1532.0999755859375,25
184,2019-09-25,1527.5999755859375,1527.9000244140625,1504.5999755859375,1504.5999755859375,25
185,2019-09-26,1507.5,1507.5,1507.5,1507.5,8178
186,2019-09-27,1504.199951171875,1506.0999755859375,1485.5999755859375,1499.0999755859375,7827
187,2019-09-30,1495.9000244140625,1495.9000244140625,1463.5,1465.699951171875,1078
188,2019-10-01,1468.699951171875,1485.5,1458.300048828125,1482.0,219
189,2019-10-02,1476.5999755859375,1503.699951171875,1474.0999755859375,1501.0,205
190,2019-10-03,1497.4000244140625,1518.199951171875,1496.5999755859375,1507.0999755859375,1213
191,2019-10-04,1505.5999755859375,1508.699951171875,1497.0999755859375,1506.199951171875,233
192,2019-10-07,1504.800048828125,1505.800048828125,1489.0999755859375,1497.699951171875,121
193,2019-10-08,1489.4000244140625,1506.300048828125,1489.300048828125,1497.199951171875,46
194,2019-10-09,1507.699951171875,1507.699951171875,1498.4000244140625,1506.0999755859375,120
195,2019-10-10,1511.199951171875,1511.199951171875,1490.5999755859375,1494.800048828125,78
196,2019-10-11,1491.9000244140625,1494.9000244140625,1476.9000244140625,1482.699951171875,57
197,2019-10-14,1484.4000244140625,1493.5,1481.300048828125,1491.699951171875,400
198,2019-10-15,1488.9000244140625,1495.4000244140625,1476.5999755859375,1477.5999755859375,367
199,2019-10-16,1482.0,1488.0,1480.0,1488.0,383
200,2019-10-17,1486.199951171875,1493.199951171875,1485.800048828125,1492.300048828125,271
201,2019-10-18,1487.300048828125,1489.0999755859375,1486.5999755859375,1488.199951171875,82
202,2019-10-21,1489.9000244140625,1489.9000244140625,1481.5,1482.4000244140625,72
203,2019-10-22,1483.4000244140625,1483.5,1481.699951171875,1481.699951171875,99
204,2019-10-23,1486.4000244140625,1490.300048828125,1486.4000244140625,1489.9000244140625,67
205,2019-10-24,1490.5,1501.199951171875,1485.9000244140625,1498.9000244140625,115
206,2019-10-25,1501.4000244140625,1514.300048828125,1499.0,1499.5,93
207,2019-10-28,1504.0999755859375,1504.0999755859375,1490.0,1490.0,37
208,2019-10-29,1485.9000244140625,1487.0,1485.9000244140625,1487.0,425
209,2019-10-30,1487.199951171875,1495.4000244140625,1481.0,1493.199951171875,320
210,2019-10-31,1496.0999755859375,1513.0999755859375,1496.0999755859375,1511.4000244140625,210
211,2019-11-01,1511.0,1511.5999755859375,1503.0,1508.0,235
212,2019-11-04,1511.5999755859375,1511.5999755859375,1508.0,1508.0,101
213,2019-11-05,1507.0999755859375,1507.0999755859375,1480.800048828125,1480.800048828125,31
214,2019-11-06,1483.199951171875,1491.0,1483.199951171875,1490.199951171875,567
215,2019-11-07,1489.0999755859375,1489.0999755859375,1464.199951171875,1464.199951171875,581
216,2019-11-08,1469.0999755859375,1469.0999755859375,1461.300048828125,1461.300048828125,21
217,2019-11-11,1461.0,1461.0,1449.300048828125,1455.5,22
218,2019-11-12,1454.9000244140625,1454.9000244140625,1447.0999755859375,1452.0999755859375,6
219,2019-11-13,1456.800048828125,1463.300048828125,1456.800048828125,1461.699951171875,56
220,2019-11-14,1463.800048828125,1471.800048828125,1463.699951171875,1471.800048828125,83
221,2019-11-15,1469.0999755859375,1469.0999755859375,1467.300048828125,1467.300048828125,13
222,2019-11-18,1472.0,1472.0,1469.699951171875,1470.9000244140625,141
223,2019-11-19,1467.699951171875,1474.300048828125,1467.699951171875,1473.300048828125,18
224,2019-11-20,1472.5999755859375,1474.5,1467.300048828125,1473.300048828125,31
225,2019-11-21,1463.0999755859375,1463.0999755859375,1463.0999755859375,1463.0999755859375,16
226,2019-11-22,1468.5999755859375,1468.5999755859375,1463.0999755859375,1463.0999755859375,19
227,2019-11-25,1457.0999755859375,1457.0999755859375,1455.5,1456.5999755859375,14
228,2019-11-26,1459.800048828125,1459.800048828125,1459.800048828125,1459.800048828125,346362
229,2019-11-27,1461.0999755859375,1461.9000244140625,1452.0,1453.4000244140625,88364
230,2019-11-29,1453.5999755859375,1465.5999755859375,1452.0999755859375,1465.5999755859375,7020
231,2019-12-02,1462.800048828125,1464.4000244140625,1453.300048828125,1462.300048828125,2172
232,2019-12-03,1461.5999755859375,1480.4000244140625,1459.5,1478.199951171875,1460
233,2019-12-04,1477.5,1483.4000244140625,1471.199951171875,1474.0,613
234,2019-12-05,1474.699951171875,1478.0,1472.300048828125,1476.9000244140625,907
235,2019-12-06,1475.0,1476.0,1458.199951171875,1459.0999755859375,899
236,2019-12-09,1458.800048828125,1464.199951171875,1458.5999755859375,1459.300048828125,1461
237,2019-12-10,1460.699951171875,1467.199951171875,1460.699951171875,1462.5999755859375,367
238,2019-12-11,1463.0999755859375,1475.4000244140625,1463.0999755859375,1469.4000244140625,393
239,2019-12-12,1475.0999755859375,1483.9000244140625,1463.699951171875,1466.699951171875,955
240,2019-12-13,1463.0999755859375,1475.9000244140625,1463.0999755859375,1475.5999755859375,468
241,2019-12-16,1473.800048828125,1475.300048828125,1473.800048828125,1475.0,99
242,2019-12-17,1474.0999755859375,1476.9000244140625,1474.0,1474.5999755859375,410
243,2019-12-18,1472.5999755859375,1472.5999755859375,1472.5999755859375,1472.5999755859375,250
244,2019-12-19,1475.9000244140625,1478.9000244140625,1473.300048828125,1478.199951171875,319
245,2019-12-20,1476.699951171875,1478.0999755859375,1474.699951171875,1474.699951171875,118
246,2019-12-23,1482.300048828125,1482.5,1479.9000244140625,1482.5,391
247,2019-12-24,1488.699951171875,1499.0999755859375,1488.699951171875,1499.0999755859375,52
248,2019-12-26,1505.199951171875,1512.300048828125,1505.0,1509.300048828125,126
249,2019-12-27,1513.800048828125,1513.800048828125,1513.800048828125,1513.800048828125,839
250,2019-12-30,1512.5999755859375,1515.0999755859375,1510.0,1514.5,446
251,2019-12-31,1513.800048828125,1523.4000244140625,1513.800048828125,1519.5,301
252,2020-01-02,1518.0999755859375,1528.699951171875,1518.0,1524.5,214
253,2020-01-03,1530.0999755859375,1552.699951171875,1530.0999755859375,1549.199951171875,107
254,2020-01-06,1580.0,1580.0,1560.4000244140625,1566.199951171875,416
255,2020-01-07,1558.300048828125,1576.300048828125,1558.300048828125,1571.800048828125,47
256,2020-01-08,1579.699951171875,1604.199951171875,1552.300048828125,1557.4000244140625,236
257,2020-01-09,1555.699951171875,1555.699951171875,1543.300048828125,1551.699951171875,54
258,2020-01-10,1551.199951171875,1558.800048828125,1545.4000244140625,1557.5,16
259,2020-01-13,1557.4000244140625,1558.0,1548.4000244140625,1548.4000244140625,48
260,2020-01-14,1546.699951171875,1546.699951171875,1534.9000244140625,1542.4000244140625,32
261,2020-01-15,1548.0,1553.9000244140625,1545.5999755859375,1552.0999755859375,11
262,2020-01-16,1555.699951171875,1556.0999755859375,1548.5,1549.0,98
263,2020-01-17,1554.0999755859375,1558.800048828125,1553.5999755859375,1558.800048828125,108
264,2020-01-21,1559.300048828125,1566.199951171875,1551.0,1556.4000244140625,45
265,2020-01-22,1549.800048828125,1557.0999755859375,1549.800048828125,1555.300048828125,42
266,2020-01-23,1553.0999755859375,1564.5999755859375,1552.199951171875,1564.5999755859375,15
267,2020-01-24,1556.300048828125,1571.0999755859375,1556.300048828125,1571.0999755859375,43
268,2020-01-27,1584.300048828125,1584.5,1576.800048828125,1576.800048828125,22
269,2020-01-28,1576.4000244140625,1576.4000244140625,1569.199951171875,1569.199951171875,3
270,2020-01-29,1569.800048828125,1569.800048828125,1569.800048828125,1569.800048828125,251274
271,2020-01-30,1576.800048828125,1585.0,1571.4000244140625,1583.5,62336
272,2020-01-31,1573.4000244140625,1589.0,1570.0,1582.9000244140625,1095
273,2020-02-03,1592.9000244140625,1593.300048828125,1568.199951171875,1577.199951171875,1062
274,2020-02-04,1577.699951171875,1577.699951171875,1547.800048828125,1550.4000244140625,978
275,2020-02-05,1553.199951171875,1560.699951171875,1547.699951171875,1557.800048828125,1305
276,2020-02-06,1553.5999755859375,1565.5999755859375,1551.5999755859375,1565.0999755859375,110
277,2020-02-07,1564.9000244140625,1571.9000244140625,1560.5,1568.5999755859375,431
278,2020-02-10,1569.300048828125,1574.699951171875,1568.5999755859375,1574.699951171875,128
279,2020-02-11,1570.9000244140625,1571.0999755859375,1561.9000244140625,1565.5999755859375,440
280,2020-02-12,1565.199951171875,1568.699951171875,1561.0,1567.4000244140625,36
281,2020-02-13,1570.199951171875,1575.0999755859375,1570.199951171875,1575.0999755859375,74
282,2020-02-14,1575.800048828125,1582.699951171875,1574.800048828125,1582.699951171875,68
283,2020-02-18,1579.800048828125,1604.300048828125,1579.800048828125,1600.0,310
284,2020-02-19,1600.5999755859375,1610.5,1599.699951171875,1607.5,542
285,2020-02-20,1606.5,1621.0,1603.0,1616.5999755859375,117
286,2020-02-21,1619.300048828125,1645.0,1619.300048828125,1644.5999755859375,186
287,2020-02-24,1657.0,1686.5999755859375,1650.0,1672.4000244140625,435
288,2020-02-25,1645.0999755859375,1653.699951171875,1632.300048828125,1646.9000244140625,409
289,2020-02-26,1644.0,1648.0999755859375,1636.4000244140625,1640.0,1990
290,2020-02-27,1641.0999755859375,1658.0,1638.5,1640.0,707
291,2020-02-28,1640.300048828125,1642.5,1564.0999755859375,1564.0999755859375,289
292,2020-03-02,1583.9000244140625,1608.300048828125,1574.300048828125,1592.300048828125,537
293,2020-03-03,1594.5,1645.300048828125,1594.0,1642.0999755859375,610
294,2020-03-04,1645.4000244140625,1645.9000244140625,1631.300048828125,1641.0999755859375,83
295,2020-03-05,1637.300048828125,1672.9000244140625,1637.199951171875,1666.4000244140625,154
296,2020-03-06,1670.800048828125,1686.199951171875,1647.199951171875,1670.800048828125,175
297,2020-03-09,1696.0999755859375,1701.5999755859375,1657.699951171875,1674.5,161
298,2020-03-10,1671.5999755859375,1674.5999755859375,1643.0,1659.0999755859375,48
299,2020-03-11,1656.5999755859375,1666.5,1635.0,1641.4000244140625,47
300,2020-03-12,1637.0,1647.5,1566.4000244140625,1589.300048828125,256
301,2020-03-13,1574.9000244140625,1589.800048828125,1513.800048828125,1515.699951171875,89
302,2020-03-16,1569.0999755859375,1569.0999755859375,1452.0999755859375,1485.9000244140625,193
303,2020-03-17,1469.300048828125,1537.699951171875,1469.300048828125,1524.9000244140625,122
304,2020-03-18,1537.5,1542.0,1477.300048828125,1477.300048828125,333
305,2020-03-19,1481.5,1491.5999755859375,1471.0,1478.5999755859375,262
306,2020-03-20,1483.5,1484.0,1483.5,1484.0,14
307,2020-03-23,1505.300048828125,1567.0,1490.199951171875,1567.0,51
308,2020-03-24,1592.699951171875,1685.5,1592.699951171875,1660.199951171875,442
309,2020-03-25,1676.5,1676.5,1631.0999755859375,1632.300048828125,476
310,2020-03-26,1660.5,1660.5,1650.0999755859375,1650.0999755859375,3
311,2020-03-27,1623.9000244140625,1623.9000244140625,1623.9000244140625,1623.9000244140625,100638
312,2020-03-30,1641.199951171875,1652.800048828125,1607.199951171875,1622.0,16389
313,2020-03-31,1618.699951171875,1621.0,1576.0,1583.4000244140625,2874
314,2020-04-01,1570.0,1600.0,1570.0,1578.199951171875,2158
315,2020-04-02,1590.9000244140625,1631.199951171875,1586.0,1625.699951171875,1294
316,2020-04-03,1624.5,1636.0,1619.800048828125,1633.699951171875,643
317,2020-04-06,1629.0999755859375,1696.699951171875,1625.9000244140625,1677.0,1063
318,2020-04-07,1695.699951171875,1724.4000244140625,1658.0,1664.800048828125,1144
319,2020-04-08,1669.699951171875,1677.0,1662.5,1665.4000244140625,747
320,2020-04-09,1662.699951171875,1736.199951171875,1662.699951171875,1736.199951171875,825
321,2020-04-13,1722.0,1756.800048828125,1710.699951171875,1744.800048828125,696
322,2020-04-14,1756.800048828125,1775.0,1739.5,1756.699951171875,675
323,2020-04-15,1739.4000244140625,1744.9000244140625,1722.699951171875,1727.199951171875,642
324,2020-04-16,1731.0,1750.5999755859375,1715.0,1720.4000244140625,162
325,2020-04-17,1715.699951171875,1725.0,1684.9000244140625,1689.199951171875,223
326,2020-04-20,1686.0,1701.5999755859375,1680.0,1701.5999755859375,106
327,2020-04-21,1697.0,1707.0999755859375,1659.9000244140625,1678.199951171875,666
328,2020-04-22,1696.0,1728.699951171875,1684.800048828125,1728.699951171875,453
329,2020-04-23,1734.0,1745.0999755859375,1733.300048828125,1733.300048828125,482
330,2020-04-24,1744.0,1744.0,1714.5,1723.5,221
331,2020-04-27,1731.9000244140625,1731.9000244140625,1711.9000244140625,1711.9000244140625,169
332,2020-04-28,1716.5999755859375,1716.5999755859375,1707.0999755859375,1710.5,1255
